"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Pattern","attr_Colour","attr_Brand","attr_Usage Instructions","attr_Basic Colour","attr_Features 1","attr_Features 2","attr_Size","attr_Standard Size","attr_Colour Family","attr_Pattern Type","attr_Fabric Type","attr_Country_of_Origin","attr_Package Contents","attr_Thread Count (TC)","attr_Season","attr_Material","attr_Set includes","attr_Ideal For","attr_Key Features","attr_Durability","attr_Packaging","attr_Country of Origin","attr_Package contents","attr_Ideal for","attr_Color","attr_Work Type","attr_Quantity","attr_Colour Code","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Bedsheet Dimensions"
"TLS-STRP-MG-DWB","","Cotton Stripes Pattern Diwan Bedsheet Set (5 cushion covers, 2 bolster covers & 1 Diwan Bedsheet)","TLS-STRP-MG-DWB",690,1299,290,9,38,30,5,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_STRP_MG_DWB_1759703456184_p8cwo9cjx7n5per.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/A5FoXH6N_LAR9HATZ3M_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/A5FoXH6N_E4O9B8KIZ7_2025-10-14_2.jpg","","","","","","","","","","home__home_improvement__utility","size","70"" x 100""","Midnight Grey","Give your living room a fresh and elegant makeover with this beautifully crafted Stripes Diwan Set. Made from a premium imported cotton-blend fabric, it’s soft, comfortable, and durable—perfect for everyday use and special occasions alike. The classic striped design blends effortlessly with any décor, adding a clean and stylish touch to your space.
Key Features:
- Soft and breathable imported cotton fabric
- Elegant stripes pattern that suits all home styles
- Designed to fit standard diwans perfectly","6",true,"","Panipat_132103_0180d","","","",,"modern, minimal style",,"striped pattern","Midnight Grey","Aaram Homes",,,,,"1 Diwan Bedsheet (Size: 70"" x 100""); 2 Bolster Covers; 5 Cushion Covers (16"" x 16"")",,,,,,,,,"Imported cotton","1 Diwan bedsheet + 5 cushion covers + 2 bolster covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"TLS-STRP-RW-DWB","","Cotton Stripes Pattern Diwan Bedsheet Set (with 5 cushion covers, 2 bolster covers &  1 Diwan Bedsheet)","TLS-STRP-RW-DWB",649,1299,290,9,38,30,5,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_STRP_RW_DWB_1759703384770_xwb66vbt9rmsgbe.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Nn6SUIvw_09X8KM6A4S_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Nn6SUIvw_TE043TDXS7_2025-10-14_2.jpg","","","","","","","","","","home__home_improvement__utility","size","70"" x 100""","Royal Wine","Give your living room an instant style upgrade with this elegant Stripes Diwan Set. Made from soft and durable imported cotton fabric, it feels comfortable to use every day and still looks fresh and classy for special occasions. The simple striped pattern blends beautifully with any décor, making your space look more welcoming and put-together.
Key Features:
- Soft, breathable imported cotton fabric
- Classic striped design that suits every home
- Perfect fit for standard diwans","6",true,"","Panipat_132103_0180d","","","",,"modern, minimal style",,"striped pattern","Royal Wine","Aaram Homes",,,,,"1 Diwan Bedsheet (Size: 70"" x 100""); 2 Bolster Covers; 5 Cushion Covers (16"" x 16"")",,,,,,,,,"Imported cotton","1 Diwan bedsheet + 5 cushion covers + 2 bolster covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"Pink_Stripes_Linen_Bedsheet","","Gulmohar Lane Linen Blend Bedsheet Set- with 2 Large Pillow covers","GLL_PINKLINEN_SKDB",2199,2999,950,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_ST04KQ3FHZ_2026-07-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_9JUBSA8Q90_2026-07-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_GI2UAEW5VW_2026-07-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/h6fO07UCJSt6_3WYO40R3L3_2026-07-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_RAULT0G7JL_2026-07-29_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_01QALC6H6O_2026-07-29_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulmohar_Lane_Linen_Blend_Bedsheet_Set__with_2_Large_Pillow_covers_DUMT6801TB_2026-07-29_6.png","","","","","","","size","110*110 inches","Ivory White, Soft Blush Pink","Bring home the quiet charm of soft florals and timeless elegance with the Gulmohar Lane Linen Blend Bedsheet Set. Designed for homes that embrace comfort as much as style, this bedsheet features delicate blush floral sprigs set against a soothing ivory base, complemented by fine striped detailing that adds depth without overwhelming the space.
Woven from a premium cotton-linen blend, the fabric feels naturally breathable, lightweight, and gentle on the skin. Its subtle linen texture gives your bed a relaxed, lived-in elegance while remaining soft enough for everyday comfort. Whether you're starting your morning with a cup of coffee or winding down after a long day, this bedsheet creates a bedroom that feels calm, fresh, and inviting.
The versatile design blends beautifully with Scandinavian and contemporary interiors, making it an effortless addition to any home.
Durable, easy to care for, and thoughtfully crafted, it's a bedsheet you'll enjoy every single day.


Why You'll Love It:
- Premium Cotton Linen Blend
- Elegant Floral & Stripe Design
- Naturally Soft Texture - with a relaxed linen look that becomes even softer after every wash.
- Durable & Easy to Maintain

Perfect for Modern Minimalist Homes, creating a bright, airy, and luxurious bedroom aesthetic.","2",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist • Soft Botanical",,"Floral & Stripes",,,,,,,,,"Ivory White, Soft Blush Pink",,"Premium Cotton Linen",,"One King Size Bedsheet and 2 Large Pillow covers",,,,,,,,,,,,,,,,,,,
"KD-MDB-BP-SK-01","","Blue Worli Print Pure Cotton - Super King Size Bedsheet Set","KD-MDB-BP-SK-01_110*110 inches",1599,2799,750,9,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_12RLWPCP5Q_2026-01-03_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_PDTMX6C1H4_2026-01-03_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Madhubani_Print_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_EDANEMB8JU_2026-01-03_3.jpeg","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_vid/GXuzeRLK_2QIIS00ILL_2026-01-03_1.mp4","","home__home_furnishing__bed_linen","size","110*110 inches","Blue madhubani print on Soft White base","Bring timeless Indian artistry to your bedroom with our Madhubani print pure cotton bedsheet.
 Crafted from 100% breathable cotton, this bedsheet features a soothing ethnic village-inspired design that feels soft, skin-friendly, and perfect for everyday luxury. 
Ideal for Indian homes that value comfort with culture.

Set Includes:
1 Super King Size Bedsheet + 2 Matching Pillow Covers

Fabric:
100% Pure Cotton | Soft | Breathable | Easy Maintenance","6",true,"","Panipat_132103_0180d","","","",,,,,,,,,,,,,,,"100% Pure Cotton",,,,,,,,,,,,,,,,,,,,,"110*110 inches"
"ORANGE_PINK_STRIPES","","Sunset Stripes 300 TC Pure Cotton King Size Bedsheet Set","AH-SUNSET-STRIPES-KDB",2499,3999,1200,10,38,30,5,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/__dDdzOa_BPTF5BR8P5_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/__dDdzOa_WV7OXD2KNN_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/__dDdzOa_5PSBQB00X4_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/__dDdzOa_NQWFJ6X94O_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/__dDdzOa_4EAO8OFGTU_2026-07-17_5.png","","","","","","","","","size","108x108 inches","","Bring home the warmth of a golden sunset with the Sunset Sorbet Bedsheet Set by Aaram Homes. Designed in cheerful burnt orange and vibrant pink stripes, this bedsheet instantly brightens your bedroom while maintaining a refined, contemporary aesthetic.
Crafted from 100% pure cotton with a luxurious 300 thread count, it feels incredibly soft, breathable, and gentle against your skin. Whether you're starting your day with sunshine pouring through the windows or winding down after a long day, this bedsheet creates a cozy space that feels fresh, inviting, and effortlessly comfortable.
The timeless striped pattern blends beautifully with modern, minimalist, and contemporary interiors, making it a versatile addition to your bedding collection. Because every beautiful day begins with a comfortable bed.

Key Features
- Premium 100% Pure Cotton fabric
- Luxurious 300 Thread Count weave
- Soft, smooth and breathable for year-round comfort
- Skin-friendly and gentle on sensitive skin
- Modern striped design that complements contemporary interiors
- Durable fabric with excellent stitch quality

FAQs
What fabric is this bedsheet made of?
-  Made from 100% Pure Cotton for exceptional softness, breathability, and everyday comfort.

What is the thread count?
-  This bedsheet features a 300 Thread Count, offering a smooth, premium feel with enhanced durability.

What size is the bedsheet?
-  It is a King Size bedsheet measuring 108 × 108 inches.

What is included in the package? 
- The set includes 1 King Size Bedsheet and 2 matching Pillow Covers.

Is it suitable for daily use?
-  Yes. The breathable cotton fabric, durable weave, and colourfast finish make it ideal for everyday use while maintaining its luxurious feel wash after wash.

Which bedroom styles does it complement?
-  Its modern striped design pairs beautifully with minimalist, Scandinavian, and modern interiors, adding a vibrant yet sophisticated touch.","1",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist, Everyday Premium",,"Classic Vertical Stripes",,,,,,,,,"Burnt Orange, Pink",,"300 TC Pure Cotton",,,,,,,,,,,,"1 King Size Pure Cotton Bedsheet (108 × 108 inches),  2 Matching Pillow Covers",,,,,,,,,
"PURPLE_LEAF_COMFORTERSET","","Ash Purple Leaf Pure Cotton Comforter Bedding Set","AH-LAVENDER-LEAF-CS-4PC",5999,7999,2599,10,64,52,9,"4.8",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_66K9N63XHC_2026-07-16_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_5NSNO9KJ8C_2026-07-16_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_9TWY8CBNXV_2026-07-16_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_W0LWEWDS77_2026-07-16_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_GDN44UXTMS_2026-07-16_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_ZLTH00VVV3_2026-07-16_6.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_CFBAJVV5DM_2026-07-16_7.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dzZCyGHY_U3Y47JTWU8_2026-07-16_8.png","","","","","home__home_furnishing__bed_linen","size","108 x 108 inches","","Some bedrooms instantly feel calmer the moment you walk in—and that's exactly what inspired the Lavender Whisper Bedding Set.

Designed with delicate botanical sprigs scattered across a soothing lavender-grey base, this bedding set brings the quiet beauty of nature into your home. Whether you're winding down after a long day or enjoying a slow weekend morning, its soft, breathable 100% pure cotton fabric keeps every season comfortable.
The reversible comforter gives you two elegant styling options in one, making it easy to refresh your bedroom whenever you like. Thoughtfully crafted for everyday luxury, this bedding set blends timeless minimalism with effortless comfort, creating a space you'll always look forward to coming home to.
Because true comfort isn't just about sleep—it's about how your home makes you feel.

Key Features:
✔️ Made from 100% Pure Cotton for natural softness and breathability
✔️ Includes a Double Bed Reversible Comforter
✔️ Elegant botanical leaf print for a timeless aesthetic
✔️ Lightweight yet cozy for year-round comfort
✔️ Premium quilting ensures even filling distribution
✔️ Fade-resistant colours for lasting beauty
✔️ Easy to wash and maintain

- What fabric is this bedding set made from?
This bedding set is made from 100% pure cotton, offering excellent breathability, softness, and everyday comfort.

- What is included in the package?
The set includes 1 double bedsheet, 2 large pillow covers, and 1 reversible pure cotton double bed comforter.

- Is the comforter reversible?
Yes. The comforter is fully reversible, allowing you to refresh the look of your bedroom with two styling options.

- Is it suitable for all seasons?
Yes. The breathable pure cotton fabric makes it comfortable for year-round use.

- What bedroom style does it complement?
Its soft lavender-grey shade and elegant botanical print pair beautifully with modern, minimalist, Scandinavian, and contemporary interiors.","2",true,"","Panipat_132103_0180d","","","","Minimal Botanical Leaf Print","Modern Minimalist, Scandinavian Inspired",,,,,,,,,,,"Soft Ash Purple, White Botanical Print",,"Pure Cotton- 400 TC","India","1 Double Bed Pure Cotton Bedsheet, 2 Large Pure Cotton Pillow Covers, 1 Double Bed Pure Cotton Reversible Comforter",,,,,,,,,,,,,,,,,,,
"KD-MDB-RYPK-KDB","","Royal Peacock Floral Pure Cotton Super King size Bedsheet Set","KD-MDB-RYPK-KDB",1499,3499,750,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_RTTAZDE27V_2026-03-14_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_VEMYYQ01W4_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_JO1HF509DI_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_MK8B94W50A_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_0925UA976O_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_080EWM7GAQ_2026-03-14_6.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_PAUUCA4R2N_2026-03-14_7.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_W7NIIYJIRP_2026-03-14_8.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Dkg9BKxf_OFGE1UZQW4_2026-03-14_9.JPEG","","","","home__home_improvement__utility","size","108*108 inches","White base with Blue & Olive Green motifs","Bring calm nature into your bedroom with our Royal Peacock Floral Printed Cotton Bedsheet Set. Designed with intricate peacock and floral motifs, this bedsheet blends traditional artistry with modern minimal aesthetics.
Crafted from soft, breathable pure cotton, it offers all-night comfort while enhancing your room decor with its soothing colour palette. The detailed border print and matching pillow covers add a refined finish to your bed.
Perfect for everyday use as well as festive home styling, this bedsheet set is ideal for those who love subtle luxury and elegant Indian prints.
Ideal for: Master bedrooms, guest rooms, gifting, and premium home styling.","6",true,"","Panipat_132103_0180d","","","",,"Classic Indian, Elegant & Minimal",,"Peacock Motif
Floral Handblock-Inspired Print
Decorative Border Print",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"White base with Blue & Olive Green motifs",,,,,,,
"KD-RR-BLELE-KDB","","Blue Elephant Tree of Life Cotton Bedsheet Set – Handcrafted Indian Art Print","KD-RR-BLELE-KDB",1499,3499,750,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_566EWF02N4_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_8IHRRHKUJA_2026-03-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_7R273FU3JS_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_WU5OJ5XEEA_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_SH4MZ9Z0JV_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/UoAwpBuX_YZ8HZO2SDF_2026-03-14_4.png","","","","","","","home__home_improvement__utility","size","108*108 inches","Blue, Teal & White","Bring timeless Indian artistry into your bedroom with this Blue Elephant Tree of Life Cotton Bedsheet Set. Designed with a beautifully detailed Tree of Life motif and elegant elephant illustrations, this bedsheet blends heritage charm with modern aesthetics.
Crafted from soft, breathable cotton, the fabric feels gentle against the skin and offers all-night comfort. The calming palette of blue, white and teal creates a serene sleeping environment while adding a sophisticated touch to your décor.
Perfect for everyday luxury or festive home styling, this bedsheet set pairs effortlessly with modern and traditional interiors alike.
✔ Soft & skin-friendly cotton
✔ Fade-resistant colours
✔ Smooth finish with a premium feel
✔ Ideal for Indian homes & all seasons","6",true,"","Panipat_132103_0180d","","","",,"Indian Heritage Art",,"Elephant & Tree of Life Motif",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"Blue, Teal & White",,,,,,,
"KD-RR-SPNK-KDB","","Soft Pink Floral Cotton Bedsheet Set","KD-RR-SPNK-KDB",1299,3199,600,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_ASSTXOXF03_2026-03-14_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_EMEU6QAL0T_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_6T4JBP6N8L_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_PF31F9XOJS_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_EBFCM6RU00_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/1WNRKDME_8SN3RJMKJR_2026-03-14_6.JPEG","","","","","","","home__home_improvement__utility","size","100*108 inches","Blush Pink with white & grey accents","This Soft Pink Floral Cotton Double Bedsheet Set is made from soft, breathable cotton that feels gentle on the skin and keeps you comfortable all year round. The elegant floral print in soothing pink tones adds freshness and warmth to your bedroom décor.
Designed for everyday comfort, the bedsheet offers a smooth finish, beautiful fall, and long-lasting colour. Ideal for modern Indian homes, this cotton bedsheet comes with matching pillow covers for a complete and coordinated look.
Perfect for daily use, gifting, or refreshing your bedroom effortlessly.","6",true,"","Panipat_132103_0180d","","","",,"Modern Floral",,"Floral Print with Striped Border",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"Blush Pink with white & grey accents",,,,,,,
"TLS-STRP-RB-DWB","","Cotton Strips Pattern Diwan Bedsheet Set (with 5 cushion covers, 2 bolster covers & 1 Diwan Bedsheet)","TLS-STRP-RB-DWB",649,1299,290,10,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/xaDvAs5__QUHULCRF0T_2025-10-04_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/xaDvAs5__TLFJFV6P17_2025-10-04_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/xaDvAs5__4UW2U01KFB_2025-10-04_3.jpg","","","","","","","","","","home__home_improvement__utility","size","70"" x 100""","Rich Brown","Give your living space a fresh and elegant touch with this beautifully designed Stripes Diwan Set. Made from a premium cotton-blend fabric, it feels soft, comfortable, and long-lasting—perfect for daily use or special occasions.
Key Features:
- Soft and breathable imported cotton fabric
- Elegant strips pattern that suits any decor
- Tailored to fit standard diwans perfectly
- Great for gifting as well.","6",true,"","Panipat_132103_0180d","","","",,"modern, minimal style",,"striped pattern","Rich Brown","Aaram Homes",,,,,"1 Diwan Bedsheet (Size: 70"" x 100""); 2 Bolster Covers; 5 Cushion Covers (16"" x 16"")",,,,,,,,,"Imported cotton","1 Diwan bedsheet + 5 cushion covers + 2 bolster covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"TLS-STRP-CS-DWB","","Cotton Striped Pattern Diwan Bedsheet Set (1 Diwan bedsheet, 5 cushion covers & 2 bolster covers)","TLS-STRP-CS-DWB",749,1299,290,10,38,30,5,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/b4lK0DFJ_X67572NC34_2025-10-04_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/b4lK0DFJ_6IJOD35LUW_2025-10-04_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/b4lK0DFJ_GQDNXYCOUH_2025-10-04_3.jpg","","","","","","","","","","home__home_improvement__utility","size","70"" x 100""","Silver Grey","Give your living room a fresh and elegant look with this stylish Stripes Diwan Set. Made from a soft and durable cotton-blend fabric, it feels comfortable to use every day and still looks great for special occasions.
Key Features:
- Soft, breathable imported cotton fabric
- Classic strips pattern that suits any decor
- Designed to fit standard diwans perfectly
Also perfect for gifting","6",true,"","Panipat_132103_0180d","","","",,"modern, minimal style",,"striped pattern","Silver Grey","Aaram Homes",,,,,"1 Diwan Bedsheet (Size: 70"" x 100""), 2 Bolster Covers, 5 Cushion Covers (16"" x 16"")",,,,,,,,,"Imported cotton","1 Diwan bedsheet + 5 cushion covers + 2 bolster covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
